condition,cosine_distance_to_centroid
self_ref_paper,0.06584508863377414
self_ref_paper,0.05703623194901619
self_ref_paper,0.0614287769727071
self_ref_paper,0.06744752106391194
self_ref_paper,0.07618850361747731
self_ref_paper,0.05815804752271292
self_ref_paper,0.07769701562645259
self_ref_paper,0.05127760683454108
self_ref_paper,0.08174020824990214
self_ref_paper,0.055403993757585646
self_ref_paper,0.059787380946042745
self_ref_paper,0.049009960484905024
self_ref_paper,0.06680872227761936
self_ref_paper,0.0607083167683139
self_ref_paper,0.054797871230331974
self_ref_paper,0.07980233226454525
self_ref_paper,0.09331159893887975
self_ref_paper,0.05511548796265764
self_ref_paper,0.142917191180004
self_ref_paper,0.046653817673737
self_ref_paper,0.26406945932089576
self_ref_paper,0.05511548796265764
self_ref_paper,0.04960777158009155
self_ref_paper,0.047140359633525586
self_ref_paper,0.04573718399619453
self_ref_paper,0.07042088576057481
self_ref_paper,0.05626708843846262
self_ref_paper,0.1964783309964615
self_ref_paper,0.047140359633525586
self_ref_paper,0.14617408257220044
self_ref_paper,0.05890274840086884
